//(addr_dat, send, comando, dato, datain, rst, ctr_out, data_out);

//reset
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 

1 0 0111 00110011 0 000 00000000 // por aqui ya termino init
1 1 0111 00110011 0 000 00000000 
1 1 0111 00110011 0 000 00000000 
1 1 0111 00110011 0 000 00000000 
1 0 0111 00110011 0 000 00000000 
0 0 0111 00110011 0 000 00000000 
0 0 0111 00110011 0 000 00000000 
0 0 0111 00110011 0 000 00000000 
0 0 0111 00110011 0 000 00000000 
0 0 0111 00110011 0 000 00000000 
0 0 0111 00110011 0 000 00000000
0 0 0111 00110011 0 000 00000000 
0 0 0111 00110011 0 000 00000000 
0 0 0111 00110011 0 000 00000000 
0 0 0111 00110011 0 000 00000000 
0 1 0111 00110011 0 000 00000000 
0 1 0111 00110011 0 000 00000000 
0 1 0111 00110011 0 000 00000000 
0 0 0111 00110011 0 000 00000000 
0 0 0111 00110011 0 000 00000000 
0 0 0111 00000001 0 000 00000000 
0 0 0111 00000001 0 000 00000000 
0 0 0111 00000001 0 000 00000000 
0 0 0111 00000001 0 000 00000000 
0 0 0111 00000001 0 000 00000000
0 0 0111 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000 
0 0 0001 00000001 0 000 00000000
