// i_reg_control,
// i_reg_datos,

// check_o_in2_reg_control,
// check_o_wr2_reg_control,
// check_o_in2_reg_datos,
// check_o_wr2_reg_datos,

// i_ready_traductor, // ls en traductor
// i_control_traductor,
// i_dato_traductor,
// check_o_enable_traductor_bar, // conta en traductor
// check_o_contador_instruccion_traductor, // listo en traductor

// i_ready_temporizador,
// check_o_program_temporizador,
// check_o_control_temporizador,
// check_o_dato_temporizador,

// i_dato_router,
// check_o_direccion_router

0000_00F0 0  0000_00F0 0 0 0  0 0 0000_0100 0 10  1 0 0100 0000_0000  0000_0000 0 deci_bf
0000_00F0 0  0000_00F0 0 0 0  0 0 0000_0100 0 10  1 1 0100 0000_0000  0000_0000 1 exec_bf
0000_00F0 0  0000_00F0 0 0 0  0 0 0000_0100 0 10  1 0 0100 0000_0000  0000_0000 1 exec_bf
0000_00F0 0  0000_00F0 0 0 0  0 0 0000_0100 0 10  0 0 0100 0000_0000  0000_0000 1 --------
0000_00F0 0  0000_00F0 0 0 0  0 0 0000_0100 0 10  1 0 0100 0000_0000  0000_0000 0 leer_bf
0000_00F0 0  0000_00F0 0 0 0  0 0 0000_0100 0 10  1 0 0100 0000_0000  0000_0000 0 deci_bf
0000_00F0 0  0000_00F0 0 0 0  0 0 0000_0100 1 00  1 0 0100 0000_0000  0000_0000 0 deci_tr
// escribir registros
0000_00F0 0  0000_00F1 1 0 1  0 0 0000_0100 1 00  1 0 0100 0000_0000  0000_0000 0 escrregs
// inactivo
0000_00F0 0  0000_00F1 0 0 0  0 0 0000_0100 1 00  1 0 0100 0000_0000  0000_0000 0 inactivo
